Sample	S00017985	S00017986	S00017987	S00017988	S00017989	S00017990	S00017991	S00017992	S00017993	S00017994	S00017995	S00017996	S00017997	S00017998	S00017999	S00018000	S00018001	S00018002	S00018003	S00018004	S00018005	S00018006	S00018007	S00018008	S00018009	S00018010	S00018011	S00018012	S00018013	S00018014	S00018015	S00018016	S00018017	S00018018	S00018019	S00018020	S00018021	S00018022	S00018023	S00018024	S00018025	S00018026	S00018027	S00018028	S00018029	S00018030	S00018031	S00018032	S00018033	S00018034	S00018035	S00018036	S00018037	S00018038	S00018039	S00018040	S00018041	S00018042	S00018043	S00018044	S00018045	S00018046	S00018047	S00018048	S00018049	S00018050	S00018051	S00018052	S00018053	S00018054	S00018055	S00018056	S00018057	S00018058	S00018059	S00018060	S00018061	S00018062	S00018063	S00018064	S00018065	S00018066	S00018067	S00018068	S00018069	S00018070	S00018071	S00018072	S00018073	S00018074	S00018075	S00018076	S00018077	S00018078	S00018079	S00018080	S00018081	S00018082	S00018083	S00018084
PE 32:1; [M-H]-@6.30	577.7594244	3470.763089	4603.688472	2473.38918	4232.628083	1072.613706	1908.120863	2582.871167	5328.381276	310.6046883	15934.50138	4822.630838	6419.504536	3038.677712	2198.36685	1370.889561	4513.857897	1820.915012	3290.436358	2111.015976	7027.18226	8081.826933	1837.807549	4333.438395	1595.28596	533.8788517	2724.687597	6220.161981	13979.7779	3325.226393	3059.445486	6419.628215	5931.934931	5104.1369	21257.40679	13137.43534	1261.228926	2725.472311	8055.621146	6244.928994	2984.760214	3811.301425	6138.732044	62.24163488	2924.146239	6083.480988	1977.398509	3133.775771	2927.095133	1704.928612	1852.222427	3696.958242	2169.762701	2960.529301	4306.473091	4217.776854	2974.060841	12883.27184	5896.236416	769.2495187	680.4563957	796.102195	2554.418994	8884.541605	3514.962067	513.0215337	2094.074261	1292.548316	12258.20606	2906.363603	2238.608579	1345.300649	5528.934882	2726.164352	4621.346367	4374.62015	730.370151	2964.465675	5326.956325	1683.548167	798.6209665	3672.193093	576.652114	3004.330012	3509.833209	22528.58044	2531.687109	2899.52799	977.1087367	7542.892598	1193.942426	5325.855688	842.4439182	5748.573963	302.0186266	2194.700545	3998.95615	2752.866617	2394.505498	733.3772386
PE 33:0; [M-H]-@7.08	1224.649508	1298.972404	2713.441581	1700.810865	2355.217431	738.9490138	865.6230282	312.0753485	1251.621426	1309.597383	1217.108765	781.6823921	1077.738542		1457.460124	1274.195548	476.7922154	1963.848367	2012.354801	831.3825052	2863.714428	1418.860562	1155.522645	4847.326156	5076.796281	1261.597885	1235.234746	6199.153306	2311.282251	2437.638187	5717.183943	761.5214989	4316.049971	1494.836691	1430.651128	2314.280699	1407.098113	415.0833493	3431.468428		2212.150983	1557.760781	3037.423396	53.64126586	650.6638984	717.7345451	547.4755579		2101.982288	4460.3559	254.9340868	1521.454147	2927.746003	479.531527	1871.949428	5461.363857	898.3986719	951.1460741	1938.015643	1661.449729	2511.329071	700.4561319	2167.576379	715.1015483	661.6411876	1041.363075	8936.199071	612.3484672	2061.392016	1023.924107	3522.015011	575.7356226	1238.356037	1083.522797	657.5152569	1089.985195	845.4076248	2742.057935	1942.696762	382.7515938	813.2686008	1515.653656	2064.272208		1251.194126	3030.898896	1430.773359	1932.582581	2420.325891	1743.17723	704.8581308	1724.756789	2265.953022	2939.984103	1971.129446	381.0509238	5368.071422	2319.335591	1152.045019	768.7348815
PE 33:1; [M-H]-@6.60	318.8622828	409.7026765	2076.883552	364.2958829	247.3382614	901.4031691	1001.28054	1447.88903	1816.408265	234.6263233	1279.639629	657.1858009	498.227186	625.7085712	479.8245557	506.0582786	793.8264501	967.2087005	813.0190964	925.050342	587.3785902	1854.335813	1334.418965	1698.097379	700.6117191	623.7368215	492.1751231	1566.16118	744.7931273		809.1058309	2747.258608	1009.629654	1899.402104	3095.439363	1666.371713	1208.797852	854.3965873	927.3589789	6169.80768	712.5805578	887.1392956	2328.289547	66.72502828	562.5964394	3088.462194	434.2772643	1002.231808	1602.139351	1450.518676	1633.401681	3385.438249	370.0614912	1345.752725	799.3938763	229.0992183	4615.653181	1675.83447	741.2852119	483.134693	204.7353874	1085.87187	863.4393926	1246.048051	2657.688749	840.3933086	1221.702975	1315.949639	1552.332224	1053.265491	3322.997755	742.0969888	1670.372534	1191.783901	1677.901218	962.8363118	532.4311222	1884.074066	3101.390766	545.4987397	289.0555785	2746.63019	345.1437154	852.8942446	1783.242434	2390.932651	1433.785613	447.6630962	1689.386367	1388.006783	1632.269624	527.492608	1487.310787	1153.067516	222.6053394	1135.84751	8984.201485	2729.516803	443.4251468	823.2419544
PE 33:2; [M-H]-@6.15	1235.756441	939.3324424	1884.179559	2121.553304	292.6421565	654.1274169	1457.183391	536.3224276	2956.596302	1127.485205	4237.536829	1872.999895	1984.77055	3050.69099	1228.961868	1687.072288	1414.873567	390.6147332	1041.153997	1163.729568	4357.27086	3918.973729	1245.969273	5451.854711	1644.391657	295.8279528	845.1547765	6389.799973	2298.183739	2917.643165	1704.636523	2378.531804	2959.757206	1899.53701	2370.807544	3699.646684	591.2687396	1673.96619	3259.48517	6757.504514	838.6414758	2553.623739	3269.320879	59.61746577	1727.724736	1522.432077	54.92315596	1050.801893	2478.154276	1732.564688	2049.417339	2143.615241		3201.479225	1673.70153	705.6137718	3493.94941	6599.29538	944.6264356	282.9164197	973.0075926		1773.022075	1445.381307	2397.859126	1626.865311	1214.868354	2056.5257	3483.902747	1853.141734	1199.292644	877.3584852	2499.64221	1656.775788	1496.739715	6268.851589	873.7501944	1765.372584	2531.370052	1511.976364	2894.84528	1502.852439	2223.794856	479.6261986	4107.234937	419.630537	1692.627998	1064.132982	1133.687678	1865.602092	1487.553648	1365.868498	1917.503548	3274.299681	1822.588184	591.0146258	4587.966057	294.2251769	874.5899161	1408.73578
PE 34:1; [M-H]-@6.91	18687.47091	37542.88485	30500.63441	25617.01007	35830.05856	33956.34582	36443.71676	34257.1394	211171.6718	28123.63732	126182.3935	65229.5973	39758.79609	47035.57252	27924.82775	42440.09816	26266.86182	15992.9746	41615.74472	29964.38475	75932.65924	45364.91408	38680.45376	49635.51662	15830.5167	6012.082031	41783.3171	26061.00366	83328.76288	24208.55754	39195.82371	85498.81948	72061.93297	39228.2632	119968.3553	74985.62624	48341.40237	56448.90646	111529.0815	28636.35896	20813.79339	17773.10002	31660.77195	53.89138888	23490.3019	78643.28818	23496.72263	35989.98309	79021.22825	33233.37248	29812.94935	22953.87771	27416.70273	14142.82457	48954.74894	41792.72047	94533.65394	126796.6528	35708.83981	24040.71445	20938.14953	33314.92293	59660.92382	92626.77294	19589.18476	16544.10707	52488.11225	34984.75924	182645.0562	52677.79711	53594.10099	22732.75187	81147.10162	43466.85143	46722.7369	42990.78514	15405.25978	41016.49644	42758.54977	27606.7143	20373.18737	25680.7026	40081.04374	49435.617	63637.88281	144827.5793	50931.67725	42533.25927	35339.00721	74771.41925	25453.34107	36048.17315	27743.08301	95693.46829	21347.07231	33870.54709	19486.98578	28668.08533	31601.82265	29025.16991
PE 34:2; [M-H]-@5.11	2165.605502	2622.414602	2906.902407	1480.385751	1479.092103	971.3910701	946.0845062	1670.559567	3038.821564	2168.586624	3176.225697	975.1069281	4670.501129	7625.062468	6658.694572	2085.818285	2237.090716	2951.711942	1309.269812	2199.72864	1690.531609	3540.963989	1916.172165	6428.800291	800.5624048	876.469288	5139.777716	7629.480517	5503.857007	8419.928907	4031.944434	2534.048227	2890.035653	2635.337495	7069.720223	3534.156422	3435.819827	4650.109145	1763.169277	8200.155632	10095.29349	9806.365154	13203.65801	56.26953955	1843.061207	2498.780463	2996.121643	7078.994015	3988.927838	3916.91103	5474.828979	11321.76134	4895.973113	9586.11483	3736.579813	4755.318012	11611.69984	10631.75038	2850.784847	1284.701569	4354.780822	1074.293319	2441.159756	1590.529269	11369.03885	1256.237598	3198.001622	2943.409849	5591.127964	2555.504326	4706.41478	3082.891132	8502.768729	1927.398712	4263.16141	5611.118047	1842.783811	2310.593698	4818.124126	3352.139276	1621.284457	3157.057912	2313.596035	2249.92454	5985.575294	2583.10576	3763.006297	7915.234874	755.3217765	3122.058793	2812.609396	938.7125697	1968.172331	4362.790448	2114.753724	1065.0725	5027.714714	5865.346026	3266.017359	2007.797699
PE 34:2; [M-H]-@6.48	15656.8786	78836.08355	76236.09983	41403.4435	56707.97341	60544.12231	41129.00901	45276.16088	140426.3105	37001.7186	225166.2668	53859.85326	88937.71075	141593.8946	90578.26063	72484.26527	32119.48596	18882.08074	48863.16848	84452.19305	164494.9639	74070.81995	71802.43707	92226.47686	42524.73782	11478.30197	80523.05163	68217.54672	143354.3832	24478.10063	73070.51783	179475.003	145086.4357	68302.0341	197720.354	245104.1991	46961.30814	48741.5923	137052.728	35120.93587	41459.35136	34061.38024	38557.04176	69.28081437	56666.97244	101233.5406	58313.49066	66601.0538	89904.10491	59172.00217	39064.98876	35648.85046	38642.33161	27149.8612	104895.9105	47248.2895	63897.78802	246184.6748	49468.83795	31185.17611	71560.90971	71208.54034	54293.07152	173713.9783	59104.59197	41674.83236	69792.22363	113498.895	223972.7266	128782.9825	137958.7718	80244.35946	135802.0673	174272.4819	110284.3032	66280.75836	61348.39621	107750.4231	65436.09782	75786.14588	71238.88601	43342.80766	85451.55389	84456.1694	102690.7887	255979.5253	82670.77999	82875.01773	56260.78723	178706.3982	69361.31415	58609.58712	44661.59427	238671.9632	62165.6804	56002.08047	42125.81916	27745.20671	67786.54031	44543.22105
PE 34:3; [M-H]-@6.12	3726.529962	7854.295673	4348.249279	5186.736196	7496.769085	9129.068383	6228.725692	7756.611396	10874.59574	2127.755905	24859.02865	6508.336306	11210.71794	12795.6994	12595.79804	7110.68042	4277.349081	5385.971395	6983.616675	7655.915357	22221.34483	6393.950361	6237.959364	20176.50479	5877.616946	1925.61532	6880.105809	12745.07164	23414.23763	9653.594273	11208.997	18621.76495	24554.19192	11843.6729	23271.94342	19109.0187	8619.318037	7944.449419	18303.22908	13639.02509	10992.09418	3899.451241	21028.25914	292.5179821	4859.686979	19117.83597	3445.973343	11769.35321	8951.22063	8802.024578	6263.116634	15183.74753	7200.071877	10230.3363	10577.57471	8428.633167	24947.7943	34779.9491	6759.218238	6188.264758	3563.28142	6200.268496	5845.025637	26148.67863	11205.43944	4965.877363	10308.53746	15925.57146	23869.67363	10654.34845	23027.5399	10472.53828	19421.68705	9830.45533	19910.10847	11502.75349	3899.918697	18805.63483	13428.63001	5842.872156	5241.659626	5003.574863	15782.30994	11435.68139	8870.748071	37666.321	6834.315223	16704.54724	5541.299291	23707.20664	6545.533785	6148.122232	5499.446227	26075.36682	4750.430147	4690.398506	10113.23009	4669.58503	6993.196361	2324.650056
PE 35:1; [M-H]-@7.18	5754.062898	4937.819413	5610.635497	2844.537459	2600.39797	4843.136647	7051.865422	3832.18911	7033.207381	4426.400993	6197.406281	2230.330864	4076.578317	6244.342378	2576.076704	2175.067898	1222.220209		1859.151218	5954.351256	5383.602513	2936.037312	4360.944045	13714.27512	1820.10189	1857.219848	6908.421432	12332.27244	4637.880589	8852.143978	7482.68103	6129.182016	6933.277853	9355.197481	16326.66711	5408.250671	2281.825348	4249.183258	6749.795507	23165.58713	4228.982621	9883.693495	12790.14446	88.51783198	2252.733701	7910.410845	1205.313612	2358.546771	7391.310645	11668.01285	13184.30038	14283.29761	1303.594953	5841.8512	5277.28498	1194.645908	14811.3627	10704.48751	3164.528792	1494.20019	6853.948164	4821.441831	4088.686156	3008.010968	3592.012705	1932.794651	2475.996952	1008.532648	7220.304248	4637.78163	6042.665813	4555.799859	3967.257749	2222.759844	2479.350271	8638.569935	1268.367737	4064.586684	5641.514658	4895.050074	4946.667982	6401.100765	1697.430169	4233.749267	2793.573477	8052.848961	7687.509649	8760.001906	6408.546689	2247.988223	4492.068459	2213.275809	6465.316675	7508.818723	6122.669017	7807.095227	18355.08749		3203.893828	2022.53236
PE 35:2; [M-H]-@6.77	1923.115293	5792.70168	3055.959979	3432.721557	5658.084789	3649.982033	4104.329616	6764.414672	6858.917256	5065.726876	26419.03748	10606.48148	9031.839556	7085.479178	8394.10452	5124.558723	2475.551187	6197.079215	4660.920368	5505.324949	13336.62275	9842.269665	5769.360451	10236.22873	3868.241201	2945.726551	8575.720906	6085.169687	19303.64966	7951.16707	9218.20721	10563.94903	11885.02059	8505.179384	11200.50344	13059.91438	2213.524935	6813.590604	14088.77002	10558.47119	3501.863234	7457.377175	5363.904988	142.3067199	4278.765943	9645.571607	2897.821361	5938.385006	9136.689534	10841.65217	6772.829865	6018.989188	6044.094618	7772.899917	12528.1745	4714.378121	9395.956204	15144.13644	6585.224122	5116.574036	3228.855167	5579.298621	8658.959719	17331.81442	3801.486609	3536.197585	5472.420966	5652.806737	10323.7618	10532.47974	10824.20185	5660.712572	15109.59204	10466.53297	8473.77704	8914.764314	5368.765422	8019.836431	7785.434121	6870.945952	7728.921958	9188.545151	2535.725961	5203.980675	11582.32254	10682.0171	8873.44599	4175.552036	6000.383284	12905.1706	4560.928867	6661.713727	6756.379872	16604.85108	5142.902098	7197.579968	7823.348318	2911.923541	4986.951279	3506.024852
PE 35:3; [M-H]-@6.30	932.1290485	1602.085875	654.5836135	1584.068453	393.4820989	1214.595436	1718.420237	1882.004538	893.680821	1342.886737	1623.595644	1001.072991	430.8058655	1822.417926	842.9782176	630.0150801	794.1723687	1285.890718	2379.078752	1976.898946	1964.301105	4873.499284	1964.898089	2238.177619	1421.891525	963.7425038	1819.311006	6578.812796	2700.374645	1694.231821	5752.113037	2566.459879	917.1041864	1996.310214	3805.030651	3174.035252	1287.968652	2748.298259	1118.319893	1601.171749	1602.724674	2091.928268	2339.927774	38.08950726	657.8145631	1307.207469	1237.182874	699.4335604	1624.301381	2435.033345	5482.982966	579.3317622	4708.200779	4289.640678		1845.280739	801.2492596	6758.084981	1272.978771	462.7469673	717.2592638	1338.554004	1513.859335	1493.009229	519.851363	890.3923865	2158.652664	750.4650972	1148.613398	1822.347935	849.3368729	4028.264449	3340.412734	2011.648501	1749.954473	1156.499854	459.8178268	985.6435706	5448.27659	1343.76847	331.4627123	1096.796539	920.479362		1414.53858	678.5386195	2049.156401	2807.292222	1134.445507	2842.018306	996.2210853	645.0242175	208.2759153	1015.412248	484.7505521	393.8279369	3810.570453		273.2664543	701.6554084
